patch_id,region,px_r0,px_c0,size,is_overlap,pooled_split,n_valid_px,valid_frac,n_loss_px,loss_frac,loss_frac_of_valid,has_loss
kodagu__p_ov_01792_01920,kodagu,1792,1920,256,1,train,65536,1.0,21,0.00032,0.00032,1
kodagu__p_ov_01792_02176,kodagu,1792,2176,256,1,train,65536,1.0,44,0.000671,0.000671,1
kodagu__p_ov_01920_00512,kodagu,1920,512,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01920_00640,kodagu,1920,640,256,1,train,65536,1.0,51,0.000778,0.000778,1
kodagu__p_ov_01920_00768,kodagu,1920,768,256,1,train,65536,1.0,51,0.000778,0.000778,1
kodagu__p_ov_01920_01536,kodagu,1920,1536,256,1,train,65536,1.0,102,0.001556,0.001556,1
kodagu__p_ov_01920_01664,kodagu,1920,1664,256,1,train,65536,1.0,42,0.000641,0.000641,1
kodagu__p_ov_01920_01792,kodagu,1920,1792,256,1,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_ov_02048_00640,kodagu,2048,640,256,1,train,65536,1.0,143,0.002182,0.002182,1
kodagu__p_ov_02048_00896,kodagu,2048,896,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02048_01152,kodagu,2048,1152,256,1,train,65536,1.0,24,0.000366,0.000366,1
kodagu__p_ov_02048_01408,kodagu,2048,1408,256,1,train,65536,1.0,46,0.000702,0.000702,1
kodagu__p_ov_02048_01664,kodagu,2048,1664,256,1,train,65536,1.0,42,0.000641,0.000641,1
kodagu__p_ov_02048_02688,kodagu,2048,2688,256,1,train,65536,1.0,45,0.000687,0.000687,1
kodagu__p_ov_02176_00512,kodagu,2176,512,256,1,train,65536,1.0,143,0.002182,0.002182,1
kodagu__p_ov_02176_00640,kodagu,2176,640,256,1,train,65536,1.0,143,0.002182,0.002182,1
kodagu__p_ov_02176_00768,kodagu,2176,768,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02176_00896,kodagu,2176,896,256,1,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_ov_02176_01024,kodagu,2176,1024,256,1,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_ov_02176_01152,kodagu,2176,1152,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02176_01280,kodagu,2176,1280,256,1,train,65536,1.0,58,0.000885,0.000885,1
kodagu__p_ov_02176_01408,kodagu,2176,1408,256,1,train,65536,1.0,94,0.001434,0.001434,1
kodagu__p_ov_02176_01536,kodagu,2176,1536,256,1,train,65536,1.0,36,0.000549,0.000549,1
kodagu__p_ov_02176_01664,kodagu,2176,1664,256,1,train,65536,1.0,42,0.000641,0.000641,1
kodagu__p_ov_02176_01792,kodagu,2176,1792,256,1,train,65536,1.0,54,0.000824,0.000824,1
kodagu__p_ov_02176_02560,kodagu,2176,2560,256,1,train,65536,1.0,63,0.000961,0.000961,1
kodagu__p_ov_02176_02688,kodagu,2176,2688,256,1,train,65536,1.0,64,0.000977,0.000977,1
kodagu__p_ov_02304_00640,kodagu,2304,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02304_00896,kodagu,2304,896,256,1,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_ov_02304_01152,kodagu,2304,1152,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02304_01408,kodagu,2304,1408,256,1,train,65536,1.0,72,0.001099,0.001099,1
kodagu__p_ov_02304_01664,kodagu,2304,1664,256,1,train,65536,1.0,47,0.000717,0.000717,1
kodagu__p_ov_02304_02688,kodagu,2304,2688,256,1,train,65536,1.0,182,0.002777,0.002777,1
kodagu__p_ov_02432_00512,kodagu,2432,512,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02432_00640,kodagu,2432,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02432_00768,kodagu,2432,768,256,1,train,65536,1.0,126,0.001923,0.001923,1
kodagu__p_ov_02432_00896,kodagu,2432,896,256,1,train,65536,1.0,126,0.001923,0.001923,1
kodagu__p_ov_02432_01024,kodagu,2432,1024,256,1,train,65536,1.0,18,0.000275,0.000275,1
kodagu__p_ov_02432_01152,kodagu,2432,1152,256,1,train,65536,1.0,18,0.000275,0.000275,1
kodagu__p_ov_02432_01280,kodagu,2432,1280,256,1,train,65536,1.0,42,0.000641,0.000641,1
kodagu__p_ov_02432_01408,kodagu,2432,1408,256,1,train,65536,1.0,42,0.000641,0.000641,1
kodagu__p_ov_02432_01536,kodagu,2432,1536,256,1,train,65487,0.9993,0,0.0,0.0,0
kodagu__p_ov_02432_01664,kodagu,2432,1664,256,1,train,65487,0.9993,5,7.6e-05,7.6e-05,1
kodagu__p_ov_02432_01792,kodagu,2432,1792,256,1,train,65536,1.0,45,0.000687,0.000687,1
kodagu__p_ov_02432_02560,kodagu,2432,2560,256,1,train,65145,0.994,389,0.005936,0.005971,1
kodagu__p_ov_02432_02688,kodagu,2432,2688,256,1,train,65406,0.998,148,0.002258,0.002263,1
nilgiris__p_00_00,nilgiris,0,0,256,0,test,61952,0.9453,0,0.0,0.0,0
nilgiris__p_00_01,nilgiris,0,256,256,0,test,61952,0.9453,0,0.0,0.0,0
nilgiris__p_00_02,nilgiris,0,512,256,0,train,62002,0.9461,0,0.0,0.0,0
nilgiris__p_00_03,nilgiris,0,768,256,0,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_00_04,nilgiris,0,1024,256,0,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_00_05,nilgiris,0,1280,256,0,train,63302,0.9659,0,0.0,0.0,0
nilgiris__p_00_06,nilgiris,0,1536,256,0,test,64512,0.9844,0,0.0,0.0,0
nilgiris__p_00_07,nilgiris,0,1792,256,0,test,64512,0.9844,0,0.0,0.0,0
nilgiris__p_00_08,nilgiris,0,2048,256,0,val,64588,0.9855,0,0.0,0.0,0
nilgiris__p_00_09,nilgiris,0,2304,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_00_10,nilgiris,0,2560,256,0,train,65530,0.9999,0,0.0,0.0,0
nilgiris__p_00_11,nilgiris,0,2816,256,0,train,61952,0.9453,0,0.0,0.0,0
nilgiris__p_01_00,nilgiris,256,0,256,0,test,65401,0.9979,0,0.0,0.0,0
nilgiris__p_01_01,nilgiris,256,256,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_02,nilgiris,256,512,256,0,train,64324,0.9815,0,0.0,0.0,0
nilgiris__p_01_03,nilgiris,256,768,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_04,nilgiris,256,1024,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_05,nilgiris,256,1280,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_06,nilgiris,256,1536,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_07,nilgiris,256,1792,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_08,nilgiris,256,2048,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_09,nilgiris,256,2304,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_10,nilgiris,256,2560,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_11,nilgiris,256,2816,256,0,train,62327,0.951,0,0.0,0.0,0
nilgiris__p_02_00,nilgiris,512,0,256,0,train,64768,0.9883,0,0.0,0.0,0
nilgiris__p_02_01,nilgiris,512,256,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_02,nilgiris,512,512,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_03,nilgiris,512,768,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_04,nilgiris,512,1024,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_05,nilgiris,512,1280,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_06,nilgiris,512,1536,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_07,nilgiris,512,1792,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_08,nilgiris,512,2048,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_09,nilgiris,512,2304,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_10,nilgiris,512,2560,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_11,nilgiris,512,2816,256,0,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_03_00,nilgiris,768,0,256,0,train,64768,0.9883,27,0.000412,0.000417,1
nilgiris__p_03_01,nilgiris,768,256,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_02,nilgiris,768,512,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_03,nilgiris,768,768,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_04,nilgiris,768,1024,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_05,nilgiris,768,1280,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_06,nilgiris,768,1536,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_07,nilgiris,768,1792,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_08,nilgiris,768,2048,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_09,nilgiris,768,2304,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_10,nilgiris,768,2560,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_11,nilgiris,768,2816,256,0,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_04_00,nilgiris,1024,0,256,0,train,63439,0.968,19,0.00029,0.0003,1
nilgiris__p_04_01,nilgiris,1024,256,256,0,train,65536,1.0,9,0.000137,0.000137,1
nilgiris__p_04_02,nilgiris,1024,512,256,0,train,65536,1.0,36,0.000549,0.000549,1
nilgiris__p_04_03,nilgiris,1024,768,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_04_04,nilgiris,1024,1024,256,0,train,65536,1.0,121,0.001846,0.001846,1
nilgiris__p_04_05,nilgiris,1024,1280,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_04_06,nilgiris,1024,1536,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_04_07,nilgiris,1024,1792,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_04_08,nilgiris,1024,2048,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_04_09,nilgiris,1024,2304,256,0,train,65536,1.0,10,0.000153,0.000153,1
nilgiris__p_04_10,nilgiris,1024,2560,256,0,train,65536,1.0,3785,0.057755,0.057755,1
nilgiris__p_04_11,nilgiris,1024,2816,256,0,train,63577,0.9701,68,0.001038,0.00107,1
nilgiris__p_05_00,nilgiris,1280,0,256,0,train,63744,0.9727,403,0.006149,0.006322,1
nilgiris__p_05_01,nilgiris,1280,256,256,0,train,65536,1.0,328,0.005005,0.005005,1
nilgiris__p_05_02,nilgiris,1280,512,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_05_03,nilgiris,1280,768,256,0,train,65536,1.0,8,0.000122,0.000122,1
nilgiris__p_05_04,nilgiris,1280,1024,256,0,train,65536,1.0,280,0.004272,0.004272,1
nilgiris__p_05_05,nilgiris,1280,1280,256,0,train,65536,1.0,66,0.001007,0.001007,1
nilgiris__p_05_06,nilgiris,1280,1536,256,0,train,65536,1.0,49,0.000748,0.000748,1
nilgiris__p_05_07,nilgiris,1280,1792,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_05_08,nilgiris,1280,2048,256,0,train,65536,1.0,217,0.003311,0.003311,1
nilgiris__p_05_09,nilgiris,1280,2304,256,0,train,65536,1.0,2971,0.045334,0.045334,1
nilgiris__p_05_10,nilgiris,1280,2560,256,0,train,65536,1.0,154,0.00235,0.00235,1
nilgiris__p_05_11,nilgiris,1280,2816,256,0,train,64512,0.9844,255,0.003891,0.003953,1
nilgiris__p_06_00,nilgiris,1536,0,256,0,train,60224,0.9189,0,0.0,0.0,0
nilgiris__p_06_01,nilgiris,1536,256,256,0,train,65536,1.0,27,0.000412,0.000412,1
nilgiris__p_06_02,nilgiris,1536,512,256,0,train,63888,0.9749,40,0.00061,0.000626,1
nilgiris__p_06_03,nilgiris,1536,768,256,0,train,65536,1.0,27,0.000412,0.000412,1
nilgiris__p_06_04,nilgiris,1536,1024,256,0,test,65536,1.0,70,0.001068,0.001068,1
nilgiris__p_06_05,nilgiris,1536,1280,256,0,test,65536,1.0,82,0.001251,0.001251,1
nilgiris__p_06_06,nilgiris,1536,1536,256,0,train,65536,1.0,196,0.002991,0.002991,1
nilgiris__p_06_07,nilgiris,1536,1792,256,0,train,65536,1.0,33,0.000504,0.000504,1
nilgiris__p_06_08,nilgiris,1536,2048,256,0,train,65536,1.0,30,0.000458,0.000458,1
nilgiris__p_06_09,nilgiris,1536,2304,256,0,train,65536,1.0,239,0.003647,0.003647,1
nilgiris__p_06_10,nilgiris,1536,2560,256,0,test,65536,1.0,174,0.002655,0.002655,1
nilgiris__p_06_11,nilgiris,1536,2816,256,0,test,64512,0.9844,216,0.003296,0.003348,1
nilgiris__p_07_00,nilgiris,1792,0,256,0,train,61601,0.94,33,0.000504,0.000536,1
nilgiris__p_07_01,nilgiris,1792,256,256,0,train,64589,0.9855,0,0.0,0.0,0
nilgiris__p_07_02,nilgiris,1792,512,256,0,train,55737,0.8505,86,0.001312,0.001543,1
nilgiris__p_07_03,nilgiris,1792,768,256,0,train,65536,1.0,263,0.004013,0.004013,1
nilgiris__p_07_04,nilgiris,1792,1024,256,0,test,65242,0.9955,152,0.002319,0.00233,1
nilgiris__p_07_05,nilgiris,1792,1280,256,0,test,65536,1.0,247,0.003769,0.003769,1
nilgiris__p_07_06,nilgiris,1792,1536,256,0,train,65536,1.0,463,0.007065,0.007065,1
nilgiris__p_07_07,nilgiris,1792,1792,256,0,train,65536,1.0,78,0.00119,0.00119,1
nilgiris__p_07_08,nilgiris,1792,2048,256,0,train,65536,1.0,155,0.002365,0.002365,1
nilgiris__p_07_09,nilgiris,1792,2304,256,0,train,65536,1.0,259,0.003952,0.003952,1
nilgiris__p_07_10,nilgiris,1792,2560,256,0,test,65536,1.0,318,0.004852,0.004852,1
nilgiris__p_07_11,nilgiris,1792,2816,256,0,test,64764,0.9882,175,0.00267,0.002702,1
nilgiris__p_08_00,nilgiris,2048,0,256,0,val,62023,0.9464,267,0.004074,0.004305,1
nilgiris__p_08_01,nilgiris,2048,256,256,0,val,65409,0.9981,0,0.0,0.0,0
nilgiris__p_08_02,nilgiris,2048,512,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_08_03,nilgiris,2048,768,256,0,train,64714,0.9875,36,0.000549,0.000556,1
nilgiris__p_08_04,nilgiris,2048,1024,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_08_05,nilgiris,2048,1280,256,0,train,65472,0.999,305,0.004654,0.004658,1
nilgiris__p_08_06,nilgiris,2048,1536,256,0,train,65536,1.0,256,0.003906,0.003906,1
nilgiris__p_08_07,nilgiris,2048,1792,256,0,train,65536,1.0,66,0.001007,0.001007,1
nilgiris__p_08_08,nilgiris,2048,2048,256,0,val,65340,0.997,62,0.000946,0.000949,1
nilgiris__p_08_09,nilgiris,2048,2304,256,0,val,65536,1.0,16,0.000244,0.000244,1
nilgiris__p_08_10,nilgiris,2048,2560,256,0,train,65536,1.0,270,0.00412,0.00412,1
nilgiris__p_08_11,nilgiris,2048,2816,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_09_00,nilgiris,2304,0,256,0,val,58430,0.8916,1195,0.018234,0.020452,1
nilgiris__p_09_01,nilgiris,2304,256,256,0,val,65536,1.0,72,0.001099,0.001099,1
nilgiris__p_09_02,nilgiris,2304,512,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_09_03,nilgiris,2304,768,256,0,train,65536,1.0,22,0.000336,0.000336,1
nilgiris__p_09_04,nilgiris,2304,1024,256,0,train,65536,1.0,28,0.000427,0.000427,1
nilgiris__p_09_05,nilgiris,2304,1280,256,0,train,65536,1.0,51,0.000778,0.000778,1
nilgiris__p_09_06,nilgiris,2304,1536,256,0,train,65536,1.0,90,0.001373,0.001373,1
nilgiris__p_09_07,nilgiris,2304,1792,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_09_08,nilgiris,2304,2048,256,0,val,65536,1.0,127,0.001938,0.001938,1
nilgiris__p_09_09,nilgiris,2304,2304,256,0,val,65536,1.0,231,0.003525,0.003525,1
nilgiris__p_09_10,nilgiris,2304,2560,256,0,train,65536,1.0,205,0.003128,0.003128,1
nilgiris__p_09_11,nilgiris,2304,2816,256,0,train,65536,1.0,5,7.6e-05,7.6e-05,1
nilgiris__p_ov_00000_00640,nilgiris,0,640,256,1,train,62642,0.9558,0,0.0,0.0,0
nilgiris__p_ov_00000_00896,nilgiris,0,896,256,1,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_ov_00000_01152,nilgiris,0,1152,256,1,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_ov_00000_02688,nilgiris,0,2688,256,1,train,65532,0.9999,0,0.0,0.0,0
nilgiris__p_ov_00128_00512,nilgiris,128,512,256,1,train,64324,0.9815,0,0.0,0.0,0
nilgiris__p_ov_00128_00640,nilgiris,128,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_00768,nilgiris,128,768,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_00896,nilgiris,128,896,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_01024,nilgiris,128,1024,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_01152,nilgiris,128,1152,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_01280,nilgiris,128,1280,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_02560,nilgiris,128,2560,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_02688,nilgiris,128,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_02816,nilgiris,128,2816,256,1,train,61952,0.9453,0,0.0,0.0,0
nilgiris__p_ov_00256_00640,nilgiris,256,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00256_00896,nilgiris,256,896,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00256_01152,nilgiris,256,1152,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00256_02688,nilgiris,256,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00384_02560,nilgiris,384,2560,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00384_02688,nilgiris,384,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00384_02816,nilgiris,384,2816,256,1,train,62967,0.9608,0,0.0,0.0,0
nilgiris__p_ov_00512_00128,nilgiris,512,128,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_01664,nilgiris,512,1664,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_01920,nilgiris,512,1920,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_02176,nilgiris,512,2176,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_02432,nilgiris,512,2432,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_02688,nilgiris,512,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_00000,nilgiris,640,0,256,1,train,64768,0.9883,27,0.000412,0.000417,1
nilgiris__p_ov_00640_00128,nilgiris,640,128,256,1,train,65536,1.0,27,0.000412,0.000412,1
nilgiris__p_ov_00640_00256,nilgiris,640,256,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_01536,nilgiris,640,1536,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_01664,nilgiris,640,1664,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_01792,nilgiris,640,1792,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_01920,nilgiris,640,1920,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02048,nilgiris,640,2048,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02176,nilgiris,640,2176,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02304,nilgiris,640,2304,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02432,nilgiris,640,2432,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02560,nilgiris,640,2560,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02688,nilgiris,640,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02816,nilgiris,640,2816,256,1,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_ov_00768_00128,nilgiris,768,128,256,1,train,65536,1.0,27,0.000412,0.000412,1
nilgiris__p_ov_00768_01664,nilgiris,768,1664,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00768_01920,nilgiris,768,1920,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00768_02176,nilgiris,768,2176,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00768_02432,nilgiris,768,2432,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00768_02688,nilgiris,768,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_00000,nilgiris,896,0,256,1,train,64280,0.9808,19,0.00029,0.000296,1
nilgiris__p_ov_00896_00128,nilgiris,896,128,256,1,train,65536,1.0,9,0.000137,0.000137,1
nilgiris__p_ov_00896_00256,nilgiris,896,256,256,1,train,65536,1.0,9,0.000137,0.000137,1
nilgiris__p_ov_00896_01536,nilgiris,896,1536,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_01664,nilgiris,896,1664,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_01792,nilgiris,896,1792,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_01920,nilgiris,896,1920,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_02048,nilgiris,896,2048,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_02176,nilgiris,896,2176,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_02304,nilgiris,896,2304,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_02432,nilgiris,896,2432,256,1,train,65536,1.0,398,0.006073,0.006073,1
nilgiris__p_ov_00896_02560,nilgiris,896,2560,256,1,train,65536,1.0,398,0.006073,0.006073,1
nilgiris__p_ov_00896_02688,nilgiris,896,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_02816,nilgiris,896,2816,256,1,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_ov_01024_00128,nilgiris,1024,128,256,1,train,65536,1.0,9,0.000137,0.000137,1
nilgiris__p_ov_01024_00384,nilgiris,1024,384,256,1,train,65536,1.0,36,0.000549,0.000549,1
nilgiris__p_ov_01024_00640,nilgiris,1024,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01024_00896,nilgiris,1024,896,256,1,train,65536,1.0,121,0.001846,0.001846,1
nilgiris__p_ov_01024_01152,nilgiris,1024,1152,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01024_01408,nilgiris,1024,1408,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01024_01664,nilgiris,1024,1664,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01024_01920,nilgiris,1024,1920,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01024_02176,nilgiris,1024,2176,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01024_02432,nilgiris,1024,2432,256,1,train,65536,1.0,3723,0.056808,0.056808,1
nilgiris__p_ov_01024_02688,nilgiris,1024,2688,256,1,train,65536,1.0,140,0.002136,0.002136,1
nilgiris__p_ov_01152_00000,nilgiris,1152,0,256,1,train,63415,0.9676,377,0.005753,0.005945,1
nilgiris__p_ov_01152_00128,nilgiris,1152,128,256,1,train,65536,1.0,236,0.003601,0.003601,1
nilgiris__p_ov_01152_00256,nilgiris,1152,256,256,1,train,65536,1.0,42,0.000641,0.000641,1
nilgiris__p_ov_01152_00384,nilgiris,1152,384,256,1,train,65536,1.0,36,0.000549,0.000549,1
nilgiris__p_ov_01152_00512,nilgiris,1152,512,256,1,train,65536,1.0,36,0.000549,0.000549,1
nilgiris__p_ov_01152_00640,nilgiris,1152,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01152_00768,nilgiris,1152,768,256,1,train,65536,1.0,8,0.000122,0.000122,1
nilgiris__p_ov_01152_00896,nilgiris,1152,896,256,1,train,65536,1.0,375,0.005722,0.005722,1
nilgiris__p_ov_01152_01024,nilgiris,1152,1024,256,1,train,65536,1.0,391,0.005966,0.005966,1
nilgiris__p_ov_01152_01152,nilgiris,1152,1152,256,1,train,65536,1.0,24,0.000366,0.000366,1
nilgiris__p_ov_01152_01280,nilgiris,1152,1280,256,1,train,65536,1.0,27,0.000412,0.000412,1
nilgiris__p_ov_01152_01408,nilgiris,1152,1408,256,1,train,65536,1.0,45,0.000687,0.000687,1
nilgiris__p_ov_01152_01536,nilgiris,1152,1536,256,1,train,65536,1.0,36,0.000549,0.000549,1
nilgiris__p_ov_01152_01664,nilgiris,1152,1664,256,1,train,65536,1.0,18,0.000275,0.000275,1
nilgiris__p_ov_01152_01792,nilgiris,1152,1792,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01152_01920,nilgiris,1152,1920,256,1,train,65536,1.0,27,0.000412,0.000412,1
nilgiris__p_ov_01152_02048,nilgiris,1152,2048,256,1,train,65536,1.0,57,0.00087,0.00087,1
nilgiris__p_ov_01152_02176,nilgiris,1152,2176,256,1,train,65536,1.0,212,0.003235,0.003235,1
nilgiris__p_ov_01152_02304,nilgiris,1152,2304,256,1,train,65536,1.0,644,0.009827,0.009827,1
nilgiris__p_ov_01152_02432,nilgiris,1152,2432,256,1,train,65536,1.0,3873,0.059097,0.059097,1
nilgiris__p_ov_01152_02560,nilgiris,1152,2560,256,1,train,65536,1.0,3483,0.053146,0.053146,1
nilgiris__p_ov_01152_02688,nilgiris,1152,2688,256,1,train,65536,1.0,140,0.002136,0.002136,1
nilgiris__p_ov_01152_02816,nilgiris,1152,2816,256,1,train,64217,0.9799,178,0.002716,0.002772,1
nilgiris__p_ov_01280_00128,nilgiris,1280,128,256,1,train,65536,1.0,528,0.008057,0.008057,1
nilgiris__p_ov_01280_00384,nilgiris,1280,384,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01280_00640,nilgiris,1280,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01280_00896,nilgiris,1280,896,256,1,train,65536,1.0,260,0.003967,0.003967,1
nilgiris__p_ov_01280_01152,nilgiris,1280,1152,256,1,train,65536,1.0,43,0.000656,0.000656,1
nilgiris__p_ov_01280_01408,nilgiris,1280,1408,256,1,train,65536,1.0,78,0.00119,0.00119,1
nilgiris__p_ov_01280_01664,nilgiris,1280,1664,256,1,train,65536,1.0,22,0.000336,0.000336,1
