patch_id,region,px_r0,px_c0,size,is_overlap,pooled_split,n_valid_px,valid_frac,n_loss_px,loss_frac,loss_frac_of_valid,has_loss
kodagu__p_ov_01792_00640,kodagu,1792,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01792_01664,kodagu,1792,1664,256,1,train,65518,0.9997,0,0.0,0.0,0
kodagu__p_ov_01792_01920,kodagu,1792,1920,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01792_02176,kodagu,1792,2176,256,1,train,65536,1.0,29,0.000443,0.000443,1
kodagu__p_ov_01920_00512,kodagu,1920,512,256,1,train,65536,1.0,21,0.00032,0.00032,1
kodagu__p_ov_01920_00640,kodagu,1920,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01920_00768,kodagu,1920,768,256,1,train,65536,1.0,15,0.000229,0.000229,1
kodagu__p_ov_01920_01536,kodagu,1920,1536,256,1,train,65536,1.0,60,0.000916,0.000916,1
kodagu__p_ov_01920_01664,kodagu,1920,1664,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01920_01792,kodagu,1920,1792,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02048_00640,kodagu,2048,640,256,1,train,65536,1.0,61,0.000931,0.000931,1
kodagu__p_ov_02048_00896,kodagu,2048,896,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02048_01152,kodagu,2048,1152,256,1,train,65536,1.0,433,0.006607,0.006607,1
kodagu__p_ov_02048_01408,kodagu,2048,1408,256,1,train,65536,1.0,60,0.000916,0.000916,1
kodagu__p_ov_02048_01664,kodagu,2048,1664,256,1,train,65536,1.0,187,0.002853,0.002853,1
kodagu__p_ov_02048_02688,kodagu,2048,2688,256,1,train,65536,1.0,410,0.006256,0.006256,1
kodagu__p_ov_02176_00512,kodagu,2176,512,256,1,train,65536,1.0,6,9.2e-05,9.2e-05,1
kodagu__p_ov_02176_00640,kodagu,2176,640,256,1,train,65536,1.0,61,0.000931,0.000931,1
kodagu__p_ov_02176_00768,kodagu,2176,768,256,1,train,65536,1.0,55,0.000839,0.000839,1
kodagu__p_ov_02176_00896,kodagu,2176,896,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02176_01024,kodagu,2176,1024,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02176_01152,kodagu,2176,1152,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02176_01280,kodagu,2176,1280,256,1,train,65536,1.0,24,0.000366,0.000366,1
kodagu__p_ov_02176_01408,kodagu,2176,1408,256,1,train,65536,1.0,24,0.000366,0.000366,1
kodagu__p_ov_02176_01536,kodagu,2176,1536,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02176_01664,kodagu,2176,1664,256,1,train,65536,1.0,187,0.002853,0.002853,1
kodagu__p_ov_02176_01792,kodagu,2176,1792,256,1,train,65536,1.0,220,0.003357,0.003357,1
kodagu__p_ov_02176_02560,kodagu,2176,2560,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02176_02688,kodagu,2176,2688,256,1,train,65536,1.0,386,0.00589,0.00589,1
kodagu__p_ov_02304_00640,kodagu,2304,640,256,1,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_ov_02304_00896,kodagu,2304,896,256,1,train,65536,1.0,45,0.000687,0.000687,1
kodagu__p_ov_02304_01152,kodagu,2304,1152,256,1,train,65536,1.0,74,0.001129,0.001129,1
kodagu__p_ov_02304_01408,kodagu,2304,1408,256,1,train,65536,1.0,66,0.001007,0.001007,1
kodagu__p_ov_02304_01664,kodagu,2304,1664,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_02304_02688,kodagu,2304,2688,256,1,train,65536,1.0,193,0.002945,0.002945,1
kodagu__p_ov_02432_00512,kodagu,2432,512,256,1,train,65536,1.0,315,0.004807,0.004807,1
kodagu__p_ov_02432_00640,kodagu,2432,640,256,1,train,65536,1.0,318,0.004852,0.004852,1
kodagu__p_ov_02432_00768,kodagu,2432,768,256,1,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_ov_02432_00896,kodagu,2432,896,256,1,train,65536,1.0,90,0.001373,0.001373,1
kodagu__p_ov_02432_01024,kodagu,2432,1024,256,1,train,65536,1.0,164,0.002502,0.002502,1
kodagu__p_ov_02432_01152,kodagu,2432,1152,256,1,train,65536,1.0,74,0.001129,0.001129,1
kodagu__p_ov_02432_01280,kodagu,2432,1280,256,1,train,65536,1.0,42,0.000641,0.000641,1
kodagu__p_ov_02432_01408,kodagu,2432,1408,256,1,train,65536,1.0,69,0.001053,0.001053,1
kodagu__p_ov_02432_01536,kodagu,2432,1536,256,1,train,65487,0.9993,27,0.000412,0.000412,1
kodagu__p_ov_02432_01664,kodagu,2432,1664,256,1,train,65487,0.9993,0,0.0,0.0,0
kodagu__p_ov_02432_01792,kodagu,2432,1792,256,1,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_ov_02432_02560,kodagu,2432,2560,256,1,train,65145,0.994,175,0.00267,0.002686,1
kodagu__p_ov_02432_02688,kodagu,2432,2688,256,1,train,65406,0.998,292,0.004456,0.004464,1
nilgiris__p_00_00,nilgiris,0,0,256,0,test,61952,0.9453,0,0.0,0.0,0
nilgiris__p_00_01,nilgiris,0,256,256,0,test,61952,0.9453,0,0.0,0.0,0
nilgiris__p_00_02,nilgiris,0,512,256,0,train,62002,0.9461,0,0.0,0.0,0
nilgiris__p_00_03,nilgiris,0,768,256,0,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_00_04,nilgiris,0,1024,256,0,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_00_05,nilgiris,0,1280,256,0,train,63302,0.9659,0,0.0,0.0,0
nilgiris__p_00_06,nilgiris,0,1536,256,0,test,64512,0.9844,0,0.0,0.0,0
nilgiris__p_00_07,nilgiris,0,1792,256,0,test,64512,0.9844,0,0.0,0.0,0
nilgiris__p_00_08,nilgiris,0,2048,256,0,val,64588,0.9855,0,0.0,0.0,0
nilgiris__p_00_09,nilgiris,0,2304,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_00_10,nilgiris,0,2560,256,0,train,65530,0.9999,0,0.0,0.0,0
nilgiris__p_00_11,nilgiris,0,2816,256,0,train,61952,0.9453,0,0.0,0.0,0
nilgiris__p_01_00,nilgiris,256,0,256,0,test,65401,0.9979,0,0.0,0.0,0
nilgiris__p_01_01,nilgiris,256,256,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_02,nilgiris,256,512,256,0,train,64324,0.9815,0,0.0,0.0,0
nilgiris__p_01_03,nilgiris,256,768,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_04,nilgiris,256,1024,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_05,nilgiris,256,1280,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_06,nilgiris,256,1536,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_07,nilgiris,256,1792,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_08,nilgiris,256,2048,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_09,nilgiris,256,2304,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_10,nilgiris,256,2560,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_01_11,nilgiris,256,2816,256,0,train,62327,0.951,0,0.0,0.0,0
nilgiris__p_02_00,nilgiris,512,0,256,0,train,64768,0.9883,0,0.0,0.0,0
nilgiris__p_02_01,nilgiris,512,256,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_02,nilgiris,512,512,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_03,nilgiris,512,768,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_04,nilgiris,512,1024,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_05,nilgiris,512,1280,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_06,nilgiris,512,1536,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_07,nilgiris,512,1792,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_08,nilgiris,512,2048,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_09,nilgiris,512,2304,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_10,nilgiris,512,2560,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_02_11,nilgiris,512,2816,256,0,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_03_00,nilgiris,768,0,256,0,train,64768,0.9883,0,0.0,0.0,0
nilgiris__p_03_01,nilgiris,768,256,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_02,nilgiris,768,512,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_03,nilgiris,768,768,256,0,val,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_04,nilgiris,768,1024,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_05,nilgiris,768,1280,256,0,test,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_06,nilgiris,768,1536,256,0,train,65536,1.0,258,0.003937,0.003937,1
nilgiris__p_03_07,nilgiris,768,1792,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_08,nilgiris,768,2048,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_09,nilgiris,768,2304,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_10,nilgiris,768,2560,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_03_11,nilgiris,768,2816,256,0,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_04_00,nilgiris,1024,0,256,0,train,63439,0.968,24,0.000366,0.000378,1
nilgiris__p_04_01,nilgiris,1024,256,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_04_02,nilgiris,1024,512,256,0,train,65536,1.0,33,0.000504,0.000504,1
nilgiris__p_04_03,nilgiris,1024,768,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_04_04,nilgiris,1024,1024,256,0,train,65536,1.0,127,0.001938,0.001938,1
nilgiris__p_04_05,nilgiris,1024,1280,256,0,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_04_06,nilgiris,1024,1536,256,0,train,65536,1.0,9,0.000137,0.000137,1
nilgiris__p_04_07,nilgiris,1024,1792,256,0,train,65536,1.0,63,0.000961,0.000961,1
nilgiris__p_04_08,nilgiris,1024,2048,256,0,train,65536,1.0,15,0.000229,0.000229,1
nilgiris__p_04_09,nilgiris,1024,2304,256,0,train,65536,1.0,27,0.000412,0.000412,1
nilgiris__p_04_10,nilgiris,1024,2560,256,0,train,65536,1.0,135,0.00206,0.00206,1
nilgiris__p_04_11,nilgiris,1024,2816,256,0,train,63577,0.9701,1072,0.016357,0.016861,1
nilgiris__p_05_00,nilgiris,1280,0,256,0,train,63744,0.9727,66,0.001007,0.001035,1
nilgiris__p_05_01,nilgiris,1280,256,256,0,train,65536,1.0,466,0.007111,0.007111,1
nilgiris__p_05_02,nilgiris,1280,512,256,0,train,65536,1.0,9,0.000137,0.000137,1
nilgiris__p_05_03,nilgiris,1280,768,256,0,train,65536,1.0,24,0.000366,0.000366,1
nilgiris__p_05_04,nilgiris,1280,1024,256,0,train,65536,1.0,69,0.001053,0.001053,1
nilgiris__p_05_05,nilgiris,1280,1280,256,0,train,65536,1.0,589,0.008987,0.008987,1
nilgiris__p_05_06,nilgiris,1280,1536,256,0,train,65536,1.0,504,0.00769,0.00769,1
nilgiris__p_05_07,nilgiris,1280,1792,256,0,train,65536,1.0,166,0.002533,0.002533,1
nilgiris__p_05_08,nilgiris,1280,2048,256,0,train,65536,1.0,96,0.001465,0.001465,1
nilgiris__p_05_09,nilgiris,1280,2304,256,0,train,65536,1.0,383,0.005844,0.005844,1
nilgiris__p_05_10,nilgiris,1280,2560,256,0,train,65536,1.0,61,0.000931,0.000931,1
nilgiris__p_05_11,nilgiris,1280,2816,256,0,train,64512,0.9844,89,0.001358,0.00138,1
nilgiris__p_06_00,nilgiris,1536,0,256,0,train,60224,0.9189,64,0.000977,0.001063,1
nilgiris__p_06_01,nilgiris,1536,256,256,0,train,65536,1.0,173,0.00264,0.00264,1
nilgiris__p_06_02,nilgiris,1536,512,256,0,train,63888,0.9749,171,0.002609,0.002677,1
nilgiris__p_06_03,nilgiris,1536,768,256,0,train,65536,1.0,39,0.000595,0.000595,1
nilgiris__p_06_04,nilgiris,1536,1024,256,0,test,65536,1.0,226,0.003448,0.003448,1
nilgiris__p_06_05,nilgiris,1536,1280,256,0,test,65536,1.0,224,0.003418,0.003418,1
nilgiris__p_06_06,nilgiris,1536,1536,256,0,train,65536,1.0,143,0.002182,0.002182,1
nilgiris__p_06_07,nilgiris,1536,1792,256,0,train,65536,1.0,120,0.001831,0.001831,1
nilgiris__p_06_08,nilgiris,1536,2048,256,0,train,65536,1.0,51,0.000778,0.000778,1
nilgiris__p_06_09,nilgiris,1536,2304,256,0,train,65536,1.0,261,0.003983,0.003983,1
nilgiris__p_06_10,nilgiris,1536,2560,256,0,test,65536,1.0,58,0.000885,0.000885,1
nilgiris__p_06_11,nilgiris,1536,2816,256,0,test,64512,0.9844,115,0.001755,0.001783,1
nilgiris__p_07_00,nilgiris,1792,0,256,0,train,61601,0.94,306,0.004669,0.004967,1
nilgiris__p_07_01,nilgiris,1792,256,256,0,train,64589,0.9855,0,0.0,0.0,0
nilgiris__p_07_02,nilgiris,1792,512,256,0,train,55737,0.8505,287,0.004379,0.005149,1
nilgiris__p_07_03,nilgiris,1792,768,256,0,train,65536,1.0,186,0.002838,0.002838,1
nilgiris__p_07_04,nilgiris,1792,1024,256,0,test,65242,0.9955,400,0.006104,0.006131,1
nilgiris__p_07_05,nilgiris,1792,1280,256,0,test,65536,1.0,124,0.001892,0.001892,1
nilgiris__p_07_06,nilgiris,1792,1536,256,0,train,65536,1.0,271,0.004135,0.004135,1
nilgiris__p_07_07,nilgiris,1792,1792,256,0,train,65536,1.0,150,0.002289,0.002289,1
nilgiris__p_07_08,nilgiris,1792,2048,256,0,train,65536,1.0,335,0.005112,0.005112,1
nilgiris__p_07_09,nilgiris,1792,2304,256,0,train,65536,1.0,287,0.004379,0.004379,1
nilgiris__p_07_10,nilgiris,1792,2560,256,0,test,65536,1.0,205,0.003128,0.003128,1
nilgiris__p_07_11,nilgiris,1792,2816,256,0,test,64764,0.9882,387,0.005905,0.005976,1
nilgiris__p_08_00,nilgiris,2048,0,256,0,val,62023,0.9464,1993,0.030411,0.032133,1
nilgiris__p_08_01,nilgiris,2048,256,256,0,val,65409,0.9981,722,0.011017,0.011038,1
nilgiris__p_08_02,nilgiris,2048,512,256,0,train,65536,1.0,455,0.006943,0.006943,1
nilgiris__p_08_03,nilgiris,2048,768,256,0,train,64714,0.9875,59,0.0009,0.000912,1
nilgiris__p_08_04,nilgiris,2048,1024,256,0,train,65536,1.0,69,0.001053,0.001053,1
nilgiris__p_08_05,nilgiris,2048,1280,256,0,train,65472,0.999,60,0.000916,0.000916,1
nilgiris__p_08_06,nilgiris,2048,1536,256,0,train,65536,1.0,82,0.001251,0.001251,1
nilgiris__p_08_07,nilgiris,2048,1792,256,0,train,65536,1.0,242,0.003693,0.003693,1
nilgiris__p_08_08,nilgiris,2048,2048,256,0,val,65340,0.997,122,0.001862,0.001867,1
nilgiris__p_08_09,nilgiris,2048,2304,256,0,val,65536,1.0,202,0.003082,0.003082,1
nilgiris__p_08_10,nilgiris,2048,2560,256,0,train,65536,1.0,196,0.002991,0.002991,1
nilgiris__p_08_11,nilgiris,2048,2816,256,0,train,65536,1.0,342,0.005219,0.005219,1
nilgiris__p_09_00,nilgiris,2304,0,256,0,val,58430,0.8916,436,0.006653,0.007462,1
nilgiris__p_09_01,nilgiris,2304,256,256,0,val,65536,1.0,379,0.005783,0.005783,1
nilgiris__p_09_02,nilgiris,2304,512,256,0,train,65536,1.0,36,0.000549,0.000549,1
nilgiris__p_09_03,nilgiris,2304,768,256,0,train,65536,1.0,208,0.003174,0.003174,1
nilgiris__p_09_04,nilgiris,2304,1024,256,0,train,65536,1.0,139,0.002121,0.002121,1
nilgiris__p_09_05,nilgiris,2304,1280,256,0,train,65536,1.0,232,0.00354,0.00354,1
nilgiris__p_09_06,nilgiris,2304,1536,256,0,train,65536,1.0,501,0.007645,0.007645,1
nilgiris__p_09_07,nilgiris,2304,1792,256,0,train,65536,1.0,75,0.001144,0.001144,1
nilgiris__p_09_08,nilgiris,2304,2048,256,0,val,65536,1.0,353,0.005386,0.005386,1
nilgiris__p_09_09,nilgiris,2304,2304,256,0,val,65536,1.0,522,0.007965,0.007965,1
nilgiris__p_09_10,nilgiris,2304,2560,256,0,train,65536,1.0,200,0.003052,0.003052,1
nilgiris__p_09_11,nilgiris,2304,2816,256,0,train,65536,1.0,62,0.000946,0.000946,1
nilgiris__p_ov_00000_00640,nilgiris,0,640,256,1,train,62642,0.9558,0,0.0,0.0,0
nilgiris__p_ov_00000_00896,nilgiris,0,896,256,1,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_ov_00000_01152,nilgiris,0,1152,256,1,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_ov_00000_02688,nilgiris,0,2688,256,1,train,65532,0.9999,0,0.0,0.0,0
nilgiris__p_ov_00128_00512,nilgiris,128,512,256,1,train,64324,0.9815,0,0.0,0.0,0
nilgiris__p_ov_00128_00640,nilgiris,128,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_00768,nilgiris,128,768,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_00896,nilgiris,128,896,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_01024,nilgiris,128,1024,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_01152,nilgiris,128,1152,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_01280,nilgiris,128,1280,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_02560,nilgiris,128,2560,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_02688,nilgiris,128,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00128_02816,nilgiris,128,2816,256,1,train,61952,0.9453,0,0.0,0.0,0
nilgiris__p_ov_00256_00640,nilgiris,256,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00256_00896,nilgiris,256,896,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00256_01152,nilgiris,256,1152,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00256_02688,nilgiris,256,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00384_02560,nilgiris,384,2560,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00384_02688,nilgiris,384,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00384_02816,nilgiris,384,2816,256,1,train,62967,0.9608,0,0.0,0.0,0
nilgiris__p_ov_00512_00128,nilgiris,512,128,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_01664,nilgiris,512,1664,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_01920,nilgiris,512,1920,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_02176,nilgiris,512,2176,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_02432,nilgiris,512,2432,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00512_02688,nilgiris,512,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_00000,nilgiris,640,0,256,1,train,64768,0.9883,0,0.0,0.0,0
nilgiris__p_ov_00640_00128,nilgiris,640,128,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_00256,nilgiris,640,256,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_01536,nilgiris,640,1536,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_01664,nilgiris,640,1664,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_01792,nilgiris,640,1792,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_01920,nilgiris,640,1920,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02048,nilgiris,640,2048,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02176,nilgiris,640,2176,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02304,nilgiris,640,2304,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02432,nilgiris,640,2432,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02560,nilgiris,640,2560,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02688,nilgiris,640,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00640_02816,nilgiris,640,2816,256,1,train,63232,0.9648,0,0.0,0.0,0
nilgiris__p_ov_00768_00128,nilgiris,768,128,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00768_01664,nilgiris,768,1664,256,1,train,65536,1.0,258,0.003937,0.003937,1
nilgiris__p_ov_00768_01920,nilgiris,768,1920,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00768_02176,nilgiris,768,2176,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00768_02432,nilgiris,768,2432,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00768_02688,nilgiris,768,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_00000,nilgiris,896,0,256,1,train,64280,0.9808,24,0.000366,0.000373,1
nilgiris__p_ov_00896_00128,nilgiris,896,128,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_00256,nilgiris,896,256,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_01536,nilgiris,896,1536,256,1,train,65536,1.0,267,0.004074,0.004074,1
nilgiris__p_ov_00896_01664,nilgiris,896,1664,256,1,train,65536,1.0,273,0.004166,0.004166,1
nilgiris__p_ov_00896_01792,nilgiris,896,1792,256,1,train,65536,1.0,21,0.00032,0.00032,1
nilgiris__p_ov_00896_01920,nilgiris,896,1920,256,1,train,65536,1.0,15,0.000229,0.000229,1
nilgiris__p_ov_00896_02048,nilgiris,896,2048,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_02176,nilgiris,896,2176,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_02304,nilgiris,896,2304,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_02432,nilgiris,896,2432,256,1,train,65536,1.0,126,0.001923,0.001923,1
nilgiris__p_ov_00896_02560,nilgiris,896,2560,256,1,train,65536,1.0,126,0.001923,0.001923,1
nilgiris__p_ov_00896_02688,nilgiris,896,2688,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_00896_02816,nilgiris,896,2816,256,1,train,63232,0.9648,118,0.001801,0.001866,1
nilgiris__p_ov_01024_00128,nilgiris,1024,128,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01024_00384,nilgiris,1024,384,256,1,train,65536,1.0,33,0.000504,0.000504,1
nilgiris__p_ov_01024_00640,nilgiris,1024,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01024_00896,nilgiris,1024,896,256,1,train,65536,1.0,110,0.001678,0.001678,1
nilgiris__p_ov_01024_01152,nilgiris,1024,1152,256,1,train,65536,1.0,17,0.000259,0.000259,1
nilgiris__p_ov_01024_01408,nilgiris,1024,1408,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01024_01664,nilgiris,1024,1664,256,1,train,65536,1.0,57,0.00087,0.00087,1
nilgiris__p_ov_01024_01920,nilgiris,1024,1920,256,1,train,65536,1.0,15,0.000229,0.000229,1
nilgiris__p_ov_01024_02176,nilgiris,1024,2176,256,1,train,65536,1.0,15,0.000229,0.000229,1
nilgiris__p_ov_01024_02432,nilgiris,1024,2432,256,1,train,65536,1.0,162,0.002472,0.002472,1
nilgiris__p_ov_01024_02688,nilgiris,1024,2688,256,1,train,65536,1.0,954,0.014557,0.014557,1
nilgiris__p_ov_01152_00000,nilgiris,1152,0,256,1,train,63415,0.9676,24,0.000366,0.000378,1
nilgiris__p_ov_01152_00128,nilgiris,1152,128,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01152_00256,nilgiris,1152,256,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01152_00384,nilgiris,1152,384,256,1,train,65536,1.0,42,0.000641,0.000641,1
nilgiris__p_ov_01152_00512,nilgiris,1152,512,256,1,train,65536,1.0,42,0.000641,0.000641,1
nilgiris__p_ov_01152_00640,nilgiris,1152,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01152_00768,nilgiris,1152,768,256,1,train,65536,1.0,24,0.000366,0.000366,1
nilgiris__p_ov_01152_00896,nilgiris,1152,896,256,1,train,65536,1.0,180,0.002747,0.002747,1
nilgiris__p_ov_01152_01024,nilgiris,1152,1024,256,1,train,65536,1.0,179,0.002731,0.002731,1
nilgiris__p_ov_01152_01152,nilgiris,1152,1152,256,1,train,65536,1.0,41,0.000626,0.000626,1
nilgiris__p_ov_01152_01280,nilgiris,1152,1280,256,1,train,65536,1.0,24,0.000366,0.000366,1
nilgiris__p_ov_01152_01408,nilgiris,1152,1408,256,1,train,65536,1.0,6,9.2e-05,9.2e-05,1
nilgiris__p_ov_01152_01536,nilgiris,1152,1536,256,1,train,65536,1.0,63,0.000961,0.000961,1
nilgiris__p_ov_01152_01664,nilgiris,1152,1664,256,1,train,65536,1.0,105,0.001602,0.001602,1
nilgiris__p_ov_01152_01792,nilgiris,1152,1792,256,1,train,65536,1.0,69,0.001053,0.001053,1
nilgiris__p_ov_01152_01920,nilgiris,1152,1920,256,1,train,65536,1.0,27,0.000412,0.000412,1
nilgiris__p_ov_01152_02048,nilgiris,1152,2048,256,1,train,65536,1.0,15,0.000229,0.000229,1
nilgiris__p_ov_01152_02176,nilgiris,1152,2176,256,1,train,65536,1.0,60,0.000916,0.000916,1
nilgiris__p_ov_01152_02304,nilgiris,1152,2304,256,1,train,65536,1.0,96,0.001465,0.001465,1
nilgiris__p_ov_01152_02432,nilgiris,1152,2432,256,1,train,65536,1.0,69,0.001053,0.001053,1
nilgiris__p_ov_01152_02560,nilgiris,1152,2560,256,1,train,65536,1.0,18,0.000275,0.000275,1
nilgiris__p_ov_01152_02688,nilgiris,1152,2688,256,1,train,65536,1.0,954,0.014557,0.014557,1
nilgiris__p_ov_01152_02816,nilgiris,1152,2816,256,1,train,64217,0.9799,954,0.014557,0.014856,1
nilgiris__p_ov_01280_00128,nilgiris,1280,128,256,1,train,65536,1.0,481,0.007339,0.007339,1
nilgiris__p_ov_01280_00384,nilgiris,1280,384,256,1,train,65536,1.0,9,0.000137,0.000137,1
nilgiris__p_ov_01280_00640,nilgiris,1280,640,256,1,train,65536,1.0,0,0.0,0.0,0
nilgiris__p_ov_01280_00896,nilgiris,1280,896,256,1,train,65536,1.0,70,0.001068,0.001068,1
nilgiris__p_ov_01280_01152,nilgiris,1280,1152,256,1,train,65536,1.0,591,0.009018,0.009018,1
